iter	Accuracy	MultiClass
368	0.9502051522	0.3234510308
369	0.9510166719	0.3230355179
370	0.9510426405	0.322047659
371	0.9514321699	0.3210370919
372	0.9506596032	0.3204984751
373	0.9515360445	0.3198266459
374	0.9516074582	0.3190904697
375	0.9521852602	0.318413917
376	0.952302119	0.3177371386
377	0.9512438974	0.3169225591
378	0.9520619092	0.3163948583
379	0.9521463073	0.3158509465
380	0.9526202348	0.315077737
381	0.9525618053	0.3141827677
382	0.9534707074	0.3136699725
383	0.9534642152	0.3132543089
384	0.9533538486	0.3125646704
385	0.953496676	0.3115063506
386	0.9534771995	0.3112680992
387	0.9535940584	0.3105465583
388	0.9537368858	0.3097018183
389	0.9535745819	0.3086130476
390	0.9535875662	0.3083844278
391	0.9537239015	0.3074209173
392	0.9537239015	0.3068881772
393	0.9537758388	0.3064855854
394	0.9537888231	0.3060618537
395	0.9538212839	0.305328779
396	0.9538147917	0.3049044252
397	0.95399008	0.3037537419
398	0.9539770957	0.3029582597
399	0.9548600291	0.3024142034
400	0.9548665212	0.3020215609
401	0.9549509193	0.3014297711
402	0.9553339566	0.3005966649
403	0.9548340605	0.3000364964
404	0.9557299782	0.2996050435
405	0.9557429625	0.2987182634
406	0.9558598213	0.2981484056
407	0.9559896645	0.2976870041
408	0.9558338527	0.2973994698
409	0.9558338527	0.2968497877
410	0.9558273605	0.2963392848
411	0.9558987743	0.2955219236
412	0.9558987743	0.2950999146
413	0.956009141	0.2947496417
414	0.956009141	0.2940428801
415	0.9560545861	0.2935551934
416	0.9561324919	0.2931552933
417	0.9561324919	0.2928245723
418	0.9561454763	0.2923169839
419	0.9561909214	0.2913748626
420	0.9561779371	0.2908517032
421	0.9562623351	0.2900514766
422	0.9563791939	0.2896025292
423	0.9563727018	0.2891140985
424	0.9563662096	0.2885754328
425	0.9564051626	0.2878779217
426	0.9570868391	0.2872796247
427	0.9570998234	0.2868883685
428	0.957164745	0.286209961
429	0.957164745	0.2856477885
430	0.9581385686	0.2850826448
431	0.9581320765	0.2845873765
432	0.9581450608	0.2841268318
433	0.9581450608	0.2835300931
434	0.9581580451	0.2830814412
435	0.9590409785	0.282529615
436	0.9590539628	0.2817253248
437	0.9590539628	0.2814310681
438	0.9591059001	0.2811803228
439	0.9591123922	0.2807341921
440	0.9591578373	0.2804447272
441	0.9591513452	0.2798592992
442	0.9591967903	0.2795271088
443	0.9591967903	0.2789122657
444	0.9591773138	0.2781207401
445	0.9591967903	0.2773234816
446	0.959183806	0.2770359005
447	0.9591902981	0.2767887267
448	0.9591578373	0.2760407231
449	0.9591578373	0.275598332
450	0.9591902981	0.2749281663
451	0.9591708216	0.2743409268
452	0.9591708216	0.2739377933
453	0.9592876805	0.2733059525
454	0.9592292511	0.2728083379
455	0.9592162667	0.2723756241
456	0.9592162667	0.2721281093
457	0.9590669471	0.2715982426
458	0.9592422354	0.270940171
459	0.9592032824	0.2705227164
460	0.9590734393	0.2700222552
461	0.9590864236	0.2696886757
462	0.9590994079	0.2692219046
463	0.9592292511	0.2690108039
464	0.9592617119	0.2684467637
465	0.9592617119	0.2678472316
466	0.9602030747	0.2670849547
467	0.9601900904	0.2667018544
468	0.960216059	0.2663388732
469	0.9602095668	0.2659234899
470	0.9602225512	0.2656351428
471	0.9602225512	0.2652306581
472	0.9603848551	0.2648459793
473	0.9605536512	0.2643529699
474	0.9596252727	0.2637511791
475	0.9596252727	0.2633673343
476	0.9596252727	0.2629222898
477	0.9605536512	0.2623885527
478	0.9605601433	0.261759745
479	0.9605341747	0.2611764736
480	0.960547159	0.2609171752
481	0.9606770022	0.260701861
482	0.9605406669	0.2603748551
483	0.9605406669	0.2600135224
484	0.9605601433	0.2597594661
485	0.960586112	0.2591937173
486	0.9605796198	0.2587315086
487	0.9605926041	0.258328846
488	0.9605926041	0.2579983382
489	0.9606185728	0.2575601108
490	0.960300457	0.2569278484
491	0.9606185728	0.25658199
492	0.9606315571	0.2560260855
493	0.9606380492	0.255706336
494	0.96067051	0.25536564
495	0.9606315571	0.2546114046
496	0.9606380492	0.2543269208
497	0.9606380492	0.2538689024
498	0.9606445414	0.2535091454
499	0.9606445414	0.2532487989
