iter	Passed	Remaining
170	21211	40810
171	21318	40654
172	21422	40492
173	21524	40326
174	21637	40184
175	21753	40046
176	21862	39896
177	21976	39754
178	22079	39594
179	22179	39430
180	22281	39269
181	22379	39102
182	22473	38929
183	22581	38781
184	22690	38635
185	22802	38494
186	22909	38345
187	23011	38188
188	23124	38051
189	23297	38011
190	23403	37862
191	23511	37716
192	23617	37567
193	23733	37435
194	23846	37297
195	23943	37137
196	24074	37027
197	24202	36914
198	24330	36801
199	24440	36660
200	24583	36568
201	24786	36566
202	24930	36474
203	25050	36347
204	25175	36228
205	25317	36132
206	25452	36026
207	25581	35912
208	25703	35788
209	25828	35668
210	25961	35558
211	26085	35437
212	26207	35311
213	26320	35175
214	26439	35047
215	26570	34935
216	26696	34816
217	26835	34713
218	26956	34587
219	27080	34466
220	27223	34368
221	27355	34255
222	27473	34125
223	27597	34004
224	27722	33882
225	27840	33754
226	27957	33623
227	28043	33455
228	28178	33346
229	28339	33268
230	28465	33148
231	28603	33042
232	28758	32954
233	28878	32828
234	28991	32692
235	29097	32549
236	29208	32412
237	29312	32268
238	29413	32121
239	29521	31981
240	29628	31840
241	29723	31688
242	29824	31542
243	29925	31396
244	30026	31251
245	30130	31110
246	30230	30965
247	30331	30821
248	30430	30675
249	30536	30536
250	30641	30396
251	30740	30253
252	30850	30118
253	30953	29978
254	31056	29838
255	31165	29704
256	31272	29568
257	31380	29434
258	31489	29301
259	31593	29163
260	31788	29108
261	31933	29007
262	32056	28887
263	32179	28766
264	32283	28629
265	32384	28488
266	32496	28358
267	32599	28220
268	32704	28084
269	32813	27952
270	32920	27818
271	33021	27679
272	33131	27548
273	33248	27424
274	33368	27301
275	33474	27167
276	33586	27038
277	33688	26902
278	33793	26768
279	33899	26634
280	34002	26499
281	34113	26371
282	34217	26237
283	34325	26106
284	34433	25976
285	34534	25840
286	34637	25706
287	34748	25578
288	34863	25453
289	34984	25333
290	35087	25200
291	35189	25066
292	35290	24932
293	35396	24801
294	35507	24674
295	35606	24539
296	35713	24409
297	35819	24280
298	35929	24153
299	36042	24028
300	36151	23900
301	36257	23771
302	36367	23644
303	36474	23516
304	36578	23386
305	36682	23256
306	36788	23127
307	36896	23000
308	36999	22870
309	37102	22740
310	37212	22614
311	37324	22490
312	37427	22360
313	37536	22234
314	37646	22109
315	37749	21980
316	37872	21863
317	37978	21736
318	38086	21610
319	38203	21489
320	38318	21367
321	38435	21246
322	38538	21118
323	38650	20995
324	38747	20864
325	38851	20736
326	38960	20611
327	39068	20487
328	39180	20364
329	39294	20242
330	39394	20113
331	39496	19986
332	39607	19863
333	39713	19737
334	39816	19611
335	39928	19488
336	40038	19365
337	40141	19239
338	40249	19115
339	40358	18992
340	40467	18868
341	40570	18742
342	40663	18612
343	40842	18521
344	40946	18396
345	41057	18274
346	41164	18150
347	41267	18024
348	41369	17899
349	41466	17771
350	41568	17646
351	41677	17523
352	41788	17401
353	41895	17279
354	41999	17154
355	42104	17030
356	42212	16908
357	42319	16786
358	42425	16662
359	42524	16537
360	42633	16415
361	42734	16291
362	42836	16166
363	42945	16045
364	43047	15921
365	43151	15798
366	43256	15675
367	43359	15552
368	43462	15429
369	43570	15308
370	43682	15188
371	43782	15064
372	43852	14930
373	43953	14807
374	44054	14684
375	44158	14563
376	44269	14443
377	44378	14323
378	44486	14202
379	44596	14083
380	44703	13962
381	44805	13840
382	44901	13716
383	44998	13593
384	45100	13471
385	45204	13350
386	45312	13230
387	45418	13110
388	45531	12992
389	45648	12875
390	45754	12755
391	45858	12634
392	45968	12515
393	46075	12395
394	46183	12276
395	46291	12157
396	46405	12039
397	46514	11920
398	46616	11800
399	46722	11680
400	46834	11562
401	46930	11440
402	47039	11322
403	47140	11201
404	47251	11083
405	47354	10963
406	47461	10845
407	47571	10726
408	47679	10608
409	47789	10490
410	47907	10374
411	48003	10253
412	48116	10135
413	48220	10016
414	48322	9897
415	48432	9779
416	48538	9661
417	48646	9543
418	48747	9423
419	48851	9304
420	48952	9185
421	49050	9066
422	49150	8947
423	49261	8829
424	49368	8712
425	49467	8592
426	49568	8474
427	49670	8355
428	49780	8238
429	49883	8120
430	49988	8002
431	50093	7885
432	50198	7767
433	50309	7650
434	50414	7533
435	50524	7416
436	50642	7300
437	50763	7185
438	50875	7069
439	50983	6952
440	51092	6835
441	51199	6718
442	51295	6600
443	51405	6483
444	51509	6366
445	51619	6249
446	51722	6132
447	51827	6015
448	51926	5898
449	52032	5781
450	52128	5663
451	52225	5546
452	52335	5429
453	52443	5313
454	52541	5196
455	52641	5079
456	52744	4962
457	52849	4846
458	52949	4729
459	53051	4613
460	53150	4496
461	53259	4380
462	53362	4264
463	53470	4148
464	53572	4032
465	53674	3916
466	53776	3800
467	53884	3684
468	53990	3568
469	54088	3452
470	54190	3336
471	54290	3220
472	54389	3104
473	54490	2988
474	54596	2873
475	54691	2757
476	54790	2641
477	54887	2526
478	54998	2411
479	55101	2295
480	55211	2180
481	55312	2065
482	55412	1950
483	55523	1835
484	55618	1720
485	55717	1605
486	55809	1489
487	55916	1374
488	56026	1260
489	56126	1145
490	56225	1030
491	56332	915
492	56430	801
493	56535	686
494	56643	572
495	56750	457
496	56858	343
497	56965	228
498	57070	114
499	57174	0
