iter	Passed	Remaining
274	40144	32845
275	40330	32732
276	40541	32638
277	40691	32494
278	40836	32346
279	41082	32279
280	41216	32122
281	41383	31991
282	41563	31870
283	41696	31713
284	41824	31551
285	41948	31388
286	42102	31246
287	42252	31102
288	42405	30960
289	42551	30813
290	42736	30693
291	42867	30536
292	42974	30361
293	43082	30187
294	43207	30025
295	43333	29865
296	43457	29703
297	43596	29551
298	43742	29405
299	43886	29257
300	44025	29106
301	44154	28948
302	44275	28786
303	44412	28634
304	44543	28478
305	44668	28319
306	44815	28174
307	45048	28082
308	45170	27920
309	45289	27757
310	45435	27611
311	45557	27451
312	45688	27296
313	45828	27147
314	45965	26995
315	46114	26851
316	46269	26710
317	46432	26574
318	46671	26481
319	46797	26323
320	46909	26158
321	47056	26012
322	47190	25859
323	47319	25704
324	47441	25545
325	47574	25392
326	47693	25232
327	47819	25076
328	47965	24930
329	48118	24788
330	48272	24646
331	48473	24528
332	48602	24374
333	48731	24219
334	48865	24068
335	48996	23915
336	49111	23754
337	49234	23597
338	49347	23436
339	49564	23324
340	49738	23191
341	49908	23057
342	50026	22898
343	50161	22747
344	50326	22610
345	50477	22466
346	50618	22318
347	50752	22167
348	50898	22022
349	51162	21926
350	51330	21789
351	51468	21640
352	51596	21486
353	51723	21332
354	51856	21180
355	52039	21049
356	52224	20918
357	52378	20775
358	52567	20646
359	52694	20492
360	52819	20337
361	52950	20185
362	53104	20042
363	53252	19896
364	53426	19760
365	53599	19623
366	53720	19468
367	53843	19313
368	53963	19157
369	54078	19000
370	54244	18861
371	54455	18737
372	54624	18598
373	54774	18453
374	54911	18303
375	55036	18150
376	55149	17993
377	55254	17833
378	55379	17680
379	55507	17528
380	55624	17373
381	55840	17249
382	55993	17105
383	56129	16955
384	56254	16803
385	56368	16647
386	56494	16495
387	56624	16345
388	56733	16188
389	56852	16035
390	56975	15883
391	57100	15731
392	57221	15579
393	57328	15423
394	57458	15273
395	57581	15122
396	57726	14976
397	57860	14828
398	57996	14680
399	58170	14542
400	58312	14396
401	58421	14242
402	58571	14097
403	58736	13957
404	58889	13813
405	59026	13666
406	59129	13511
407	59305	13372
408	59432	13223
409	59541	13070
410	59765	12941
411	60206	12859
412	60559	12757
413	60720	12613
414	60865	12466
415	61001	12317
416	61129	12167
417	61255	12016
418	61563	11901
419	62352	11876
420	62473	11723
421	62600	11570
422	62724	11417
423	62861	11267
424	62994	11116
425	63126	10965
426	63301	10822
427	63421	10669
428	63538	10515
429	63712	10371
430	63842	10220
431	63960	10067
432	64074	9914
433	64188	9761
434	64287	9606
435	64378	9450
436	64482	9296
437	64577	9141
438	64669	8985
439	64766	8831
440	64856	8676
441	64952	8523
442	65069	8372
443	65198	8223
444	65294	8070
445	65399	7918
446	65493	7765
447	65595	7613
448	65750	7468
449	65867	7318
450	65973	7167
451	66073	7016
452	66165	6864
453	66267	6714
454	66375	6564
455	66473	6414
456	66563	6263
457	66667	6113
458	66773	5964
459	66873	5815
460	66970	5665
461	67073	5516
462	67169	5367
463	67265	5218
464	67364	5070
465	67476	4923
466	67579	4775
467	67675	4627
468	67768	4479
469	67865	4331
470	67961	4184
471	68066	4037
472	68161	3890
473	68261	3744
474	68323	3595
475	68424	3449
476	68527	3304
477	68631	3158
478	68729	3013
479	68824	2867
480	68929	2722
481	69026	2577
482	69123	2432
483	69214	2288
484	69305	2143
485	69402	1999
486	69503	1855
487	69598	1711
488	69689	1567
489	69785	1424
490	69881	1280
491	69981	1137
492	70082	995
493	70179	852
494	70260	709
495	70363	567
496	70467	425
497	70559	283
498	70665	141
499	70770	0
