iter	Accuracy	MultiClass
244	0.9151934975	0.4197066865
245	0.9166087786	0.4186668566
246	0.9167451131	0.4174750179
247	0.9179656307	0.4167627333
248	0.9186862555	0.4160225369
249	0.9186213344	0.4146099764
250	0.9186732713	0.4141726078
251	0.9188875111	0.4129581182
252	0.9198288678	0.4112764455
253	0.9198808048	0.410315645
254	0.9216206917	0.4088538118
255	0.9215492784	0.4077345688
256	0.9225750326	0.4063039003
257	0.9227373355	0.4049994475
258	0.9226399538	0.4037277313
259	0.9236137711	0.4031646458
260	0.9243928249	0.4017451395
261	0.924509683	0.4007686383
262	0.9262495699	0.4003336761
263	0.9262430778	0.3998363167
264	0.926483286	0.399281048
265	0.9264443334	0.3983671476
266	0.9263988885	0.3975505953
267	0.9263794122	0.3967444504
268	0.9274181507	0.3953509432
269	0.9280608701	0.3944507719
270	0.9293268326	0.393489323
271	0.9300474574	0.3924783807
272	0.9303460947	0.3918277285
273	0.9301837918	0.3909141335
274	0.9304954133	0.3899029098
275	0.9305473502	0.3892493469
276	0.9300734258	0.388881256
277	0.9301902839	0.3879203753
278	0.9303525868	0.3873938997
279	0.9302941577	0.3863723241
280	0.9302292366	0.3856543821
281	0.9302292366	0.3849354242
282	0.9306252556	0.3845933315
283	0.9308005427	0.3834465067
284	0.93109918	0.3824767069
285	0.9312614829	0.3812604243
286	0.9312420066	0.3806087496
287	0.9312744672	0.3798641012
288	0.9313458804	0.3789898631
289	0.9314043095	0.3779574049
290	0.9312614829	0.3774592714
291	0.9314108016	0.3768719583
292	0.9314432622	0.3759592232
293	0.9314692306	0.3753262357
294	0.9315016912	0.3741395755
295	0.9312290224	0.3734698821
296	0.9311576091	0.3726771104
297	0.9312290224	0.3719046146
298	0.9318977102	0.3709901994
299	0.9327546695	0.3701779448
300	0.9335337233	0.3687860245
301	0.9335467075	0.3680011641
302	0.9344556037	0.367030708
303	0.9339427266	0.3660079286
304	0.9359552823	0.3651367881
305	0.9363707777	0.3645019065
306	0.9377600904	0.3633717907
307	0.9377730746	0.3629210696
308	0.9378315036	0.3624425556
309	0.9378379958	0.3619217206
310	0.9367018756	0.3615899077
311	0.9374939136	0.3604301016
312	0.9378899327	0.3599308025
313	0.9381690936	0.3591482245
314	0.9381950621	0.3580495726
315	0.9389935923	0.3572413333
316	0.9393896113	0.356715646
317	0.939370135	0.3559064423
318	0.9398830121	0.3547492283
319	0.9398830121	0.3541360357
320	0.940272539	0.3535197257
321	0.940272539	0.3525212576
322	0.9402660469	0.3519271864
323	0.9403764128	0.3508664069
324	0.9410775613	0.3497294083
325	0.9411100219	0.3487805857
326	0.9427395428	0.3481339398
327	0.9436224705	0.3474075922
328	0.9427914797	0.3465123637
329	0.9436354547	0.3460110685
330	0.943596502	0.3451865592
331	0.9436029942	0.3446371825
332	0.943706868	0.3436416428
333	0.9437393286	0.3431118357
334	0.943765297	0.3424866327
335	0.9438432024	0.3418429659
336	0.9438042497	0.3410508793
337	0.9438496945	0.340629316
338	0.9439990132	0.3400124963
339	0.9440704265	0.3393218194
340	0.9455895815	0.3383730111
341	0.9452519915	0.3379788083
342	0.9456674868	0.3372065524
343	0.9456350263	0.3363698651
344	0.9456545026	0.3354679425
345	0.9456545026	0.3347894728
346	0.945673979	0.3343237211
347	0.946407588	0.3336322308
348	0.9464530328	0.333038813
349	0.9467192095	0.3324381533
350	0.9467711464	0.3317210104
351	0.9475177397	0.3307036318
352	0.9477125032	0.3302097288
353	0.9477384716	0.329742392
354	0.9477189953	0.3289661938
355	0.9477384716	0.3285653027
356	0.9477384716	0.3281933177
357	0.9478942824	0.3273089256
358	0.9479007745	0.3269132223
359	0.947926743	0.3259327159
360	0.9483876832	0.3254841294
361	0.9483876832	0.3250269467
362	0.9483876832	0.3247266264
363	0.9491148001	0.3239951219
364	0.949108308	0.3231588555
365	0.948887576	0.3226511471
366	0.9498224406	0.3220172596
367	0.9498289328	0.3217136849
368	0.9508741633	0.3207831341
369	0.9508741633	0.3201988919
370	0.951023482	0.3196764334
371	0.9509975135	0.3190959636
372	0.9518739491	0.3180165204
373	0.9514779301	0.3175840611
374	0.9514389774	0.3172483796
375	0.9509325924	0.3166437892
376	0.9510624347	0.3161305446
377	0.9517441068	0.3156682128
378	0.9511728006	0.3151514358
379	0.9513091351	0.3146767624
380	0.9524842079	0.314065321
381	0.9520232677	0.3133494343
382	0.9520167756	0.3125128594
383	0.9524842079	0.3121927399
384	0.9528867191	0.3113382878
385	0.952880227	0.3107557451
386	0.952880227	0.3103763266
387	0.9528867191	0.3099095197
388	0.9527633689	0.3091696327
389	0.9527633689	0.3087232265
390	0.9527503847	0.3081212591
391	0.9529711166	0.3076672145
392	0.9534320568	0.3071010607
393	0.9535878675	0.3063681596
394	0.9536462966	0.3058317004
395	0.95350347	0.3052478051
396	0.9536527887	0.3045450804
397	0.9535294385	0.3039229658
398	0.9537112177	0.3035159238
399	0.9537047256	0.3028261474
400	0.9536852493	0.3020577416
401	0.953672265	0.3017545761
402	0.9546136218	0.3007744139
403	0.9546071296	0.3004568505
404	0.9546395902	0.2998566884
405	0.9547499562	0.2994647439
406	0.9547499562	0.2990295657
407	0.9548018931	0.2982925529
408	0.9548018931	0.2978260125
409	0.9548148773	0.2974206711
410	0.9548148773	0.2969426069
411	0.9548148773	0.2966789315
412	0.9556783287	0.2961890503
413	0.9556783287	0.2959025613
414	0.9556783287	0.2955149276
415	0.9556718366	0.2953104951
416	0.9556588523	0.2946922949
417	0.9556588523	0.2943355126
418	0.9556653444	0.2935424077
419	0.9556653444	0.2929116904
420	0.9557562341	0.2924436888
421	0.9557562341	0.2921104359
422	0.9557627262	0.291736504
423	0.9557627262	0.2909385954
424	0.9557627262	0.2902758276
425	0.9557627262	0.2897216677
426	0.9557627262	0.2893937043
427	0.9557627262	0.2890817331
428	0.9557692183	0.2885086724
429	0.9557692183	0.287684787
430	0.9557692183	0.2870475533
431	0.9557757104	0.2867228879
432	0.9557757104	0.2861164845
433	0.9557692183	0.285587645
434	0.9557951867	0.2848937917
435	0.9558016789	0.284629401
436	0.9558016789	0.2843490827
437	0.9558601079	0.2836452037
438	0.9558601079	0.28305432
439	0.9558016789	0.2824963846
440	0.9558730921	0.2820476487
441	0.9558925685	0.2816782186
442	0.9558925685	0.2812833341
443	0.9558795842	0.2809164821
444	0.9558795842	0.2806190201
445	0.9559055527	0.2802491239
446	0.9558666	0.2793277103
447	0.9568144489	0.2786407364
448	0.9571325625	0.2783720844
449	0.9570741335	0.2780275961
450	0.9576973765	0.2775655168
451	0.9570806256	0.2770967968
452	0.9577298371	0.2765243668
453	0.9571195783	0.2759106942
454	0.9571260704	0.2755423692
455	0.9577493135	0.2751668154
456	0.9577493135	0.2744292058
457	0.9577687898	0.2738728646
458	0.9577687898	0.2733486751
459	0.9577687898	0.2730129616
460	0.9586452254	0.2723620142
461	0.9586387333	0.2719761376
462	0.9586387333	0.2712308741
463	0.9586517175	0.2708815494
464	0.9586582096	0.2705278444
465	0.9586582096	0.2701696741
466	0.9586582096	0.2699059869
467	0.9586582096	0.2696503618
468	0.9586906702	0.2686707935
469	0.9596190427	0.268032483
470	0.9596190427	0.2676854042
471	0.9595995663	0.2667979216
472	0.9596255348	0.2663105408
473	0.9596255348	0.2659444561
474	0.9596255348	0.2654106934
475	0.9596255348	0.2648551269
476	0.9596255348	0.2642714244
477	0.9596255348	0.2638880133
478	0.9605214467	0.2635501528
479	0.960540923	0.2626562608
480	0.960540923	0.2622499096
481	0.960540923	0.2619568123
482	0.960540923	0.2617362125
483	0.960540923	0.2615421834
484	0.960540923	0.2612664612
485	0.960540923	0.2608191006
486	0.9605603994	0.2604695076
487	0.9605603994	0.2600238063
488	0.9605603994	0.2593205084
489	0.9605539073	0.25889958
490	0.9605539073	0.2585351409
491	0.9610278317	0.2582600283
492	0.9610278317	0.2578517471
493	0.9610278317	0.2574912324
494	0.9610278317	0.2572843
495	0.9610278317	0.2568964093
496	0.9610278317	0.256392715
497	0.9610278317	0.2556964284
498	0.9610538002	0.2553865763
499	0.9610538002	0.2552015261
