iter	Passed	Remaining
211	30893	41968
212	31007	41780
213	31132	41607
214	31283	41468
215	31411	41299
216	31530	41120
217	31654	40947
218	31780	40778
219	31896	40595
220	32023	40427
221	32139	40246
222	32262	40075
223	32386	39905
224	32499	39722
225	32615	39542
226	32754	39391
227	32890	39237
228	33009	39064
229	33135	38898
230	33283	38759
231	33409	38593
232	33539	38433
233	33644	38245
234	33757	38066
235	33884	37904
236	34029	37763
237	34169	37615
238	34340	37501
239	34473	37346
240	34594	37177
241	34704	36998
242	34801	36806
243	34910	36626
244	35010	36439
245	35111	36253
246	35223	36079
247	35333	35902
248	35448	35733
249	35558	35558
250	35665	35381
251	35767	35200
252	35876	35026
253	35991	34858
254	36105	34689
255	36221	34523
256	36325	34347
257	36435	34175
258	36541	34001
259	36639	33820
260	36752	33654
261	36867	33490
262	36972	33317
263	37076	33143
264	37176	32968
265	37287	32802
266	37405	32642
267	37505	32467
268	37606	32294
269	37777	32180
270	37960	32077
271	38071	31912
272	38171	31739
273	38281	31575
274	38383	31404
275	38488	31237
276	38597	31073
277	38698	30903
278	38798	30732
279	38906	30569
280	39009	30402
281	39124	30245
282	39223	30075
283	39330	29913
284	39455	29764
285	39566	29605
286	39666	29439
287	39787	29288
288	39913	29140
289	40034	28990
290	40133	28824
291	40228	28655
292	40371	28521
293	40511	28385
294	40638	28240
295	40766	28095
296	40896	27952
297	41041	27819
298	41277	27748
299	41417	27611
300	41537	27461
301	41674	27322
302	41800	27177
303	41920	27027
304	42042	26879
305	42146	26720
306	42298	26591
307	42435	26452
308	42559	26307
309	42680	26158
310	42781	25998
311	42900	25850
312	43029	25707
313	43176	25575
314	43325	25445
315	43475	25314
316	43613	25177
317	43758	25044
318	43895	24906
319	44051	24778
320	44205	24650
321	44384	24535
322	44516	24394
323	44626	24241
324	44733	24087
325	44840	23933
326	44955	23784
327	45070	23634
328	45190	23487
329	45306	23339
330	45410	23185
331	45532	23040
332	45638	22887
333	45732	22729
334	45854	22585
335	45952	22429
336	46043	22270
337	46161	22124
338	46270	21974
339	46404	21837
340	46516	21689
341	46629	21542
342	46735	21391
343	46858	21250
344	46965	21100
345	47086	20957
346	47207	20814
347	47331	20673
348	47449	20529
349	47558	20382
350	47664	20233
351	47769	20085
352	47881	19939
353	47998	19795
354	48109	19650
355	48237	19511
356	48351	19367
357	48465	19223
358	48573	19077
359	48683	18932
360	48787	18785
361	48884	18635
362	48992	18490
363	49096	18343
364	49201	18197
365	49302	18050
366	49405	17904
367	49504	17757
368	49612	17613
369	49728	17472
370	49826	17325
371	49932	17180
372	50043	17039
373	50158	16898
374	50265	16755
375	50377	16613
376	50482	16470
377	50572	16322
378	50692	16184
379	50809	16045
380	50928	15906
381	51042	15766
382	51151	15626
383	51302	15497
384	51442	15366
385	51674	15261
386	51814	15129
387	51939	14992
388	52100	14866
389	52220	14728
390	52361	14596
391	52494	14462
392	52656	14336
393	52805	14206
394	52918	14066
395	53040	13929
396	53166	13793
397	53289	13657
398	53399	13517
399	53535	13383
400	53672	13250
401	53808	13117
402	53931	12980
403	54077	12850
404	54207	12715
405	54367	12587
406	54533	12460
407	54664	12326
408	54830	12199
409	54959	12064
410	55089	11929
411	55218	11794
412	55335	11656
413	55454	11519
414	55589	11385
415	55710	11249
416	55890	11124
417	56035	10992
418	56163	10857
419	56284	10720
420	56411	10585
421	56543	10451
422	56680	10317
423	56807	10182
424	56934	10047
425	57058	9911
426	57204	9779
427	57343	9646
428	57461	9509
429	57611	9378
430	57753	9245
431	57879	9110
432	58097	8989
433	58235	8856
434	58362	8720
435	58482	8584
436	58615	8450
437	58742	8315
438	58861	8178
439	58990	8044
440	59111	7908
441	59236	7773
442	59359	7637
443	59480	7501
444	59607	7367
445	59724	7231
446	59847	7096
447	59972	6961
448	60092	6825
449	60215	6690
450	60329	6554
451	60452	6419
452	60579	6285
453	60689	6149
454	60809	6014
455	60937	5879
456	61051	5744
457	61171	5609
458	61292	5474
459	61416	5340
460	61542	5206
461	61685	5073
462	61816	4939
463	62010	4811
464	62118	4675
465	62241	4541
466	62347	4405
467	62467	4271
468	62598	4137
469	62704	4002
470	62807	3867
471	62912	3732
472	63019	3597
473	63118	3462
474	63221	3327
475	63333	3193
476	63457	3059
477	63566	2925
478	63670	2791
479	63772	2657
480	63880	2523
481	63982	2389
482	64088	2255
483	64185	2121
484	64282	1988
485	64366	1854
486	64461	1720
487	64568	1587
488	64666	1454
489	64767	1321
490	64861	1188
491	64963	1056
492	65066	923
493	65178	791
494	65277	659
495	65379	527
496	65485	395
497	65587	263
498	65691	131
499	65789	0
