iter	Accuracy	MultiClass
154	0.8699426093	0.5342348322
155	0.870052976	0.5327352448
156	0.8699361172	0.5314321447
157	0.87087748	0.5295860457
158	0.8711436585	0.5284806467
159	0.8722018801	0.5274269
160	0.8741235587	0.5255995994
161	0.8762724629	0.5241910882
162	0.8774345591	0.5222006825
163	0.8788433572	0.5206902729
164	0.8781876493	0.5198236885
165	0.8783045082	0.5184759403
166	0.879369222	0.5171841129
167	0.8781292199	0.5159844262
168	0.8795964475	0.5152376779
169	0.8805378103	0.5140147589
170	0.8801158201	0.5131959908
171	0.8799535162	0.5119906149
172	0.8817713202	0.5108050692
173	0.8831346733	0.5098936125
174	0.8814337281	0.5085387926
175	0.881388283	0.5080307958
176	0.8813817908	0.5071670407
177	0.8829723694	0.505436667
178	0.8823945674	0.504385451
179	0.8838293342	0.502704831
180	0.884030591	0.5018484833
181	0.8842318479	0.5009588243
182	0.8838358263	0.4996350738
183	0.8840630518	0.4986908936
184	0.8848356186	0.4972716
185	0.8852381323	0.4950513204
186	0.8872247325	0.4939080056
187	0.8876791835	0.4923607024
188	0.8875688169	0.4904066821
189	0.8876012777	0.4891691978
190	0.888646515	0.4882684278
191	0.8892697621	0.4864160445
192	0.889224317	0.4859237559
193	0.8891983484	0.4853664396
194	0.8889062013	0.4841331056
195	0.8895878778	0.4828850008
196	0.8929573076	0.4816487405
197	0.8931715488	0.4810680171
198	0.8924314428	0.4801036262
199	0.8955671549	0.4778813654
200	0.895450296	0.4768774131
201	0.8959242235	0.4749795118
202	0.896067051	0.4736102002
203	0.8983068453	0.4722768425
204	0.8985535473	0.4708905863
205	0.8993975278	0.4696105475
206	0.9003064298	0.4686551188
207	0.8997221357	0.46700336
208	0.9011828711	0.4658884289
209	0.9012932378	0.4652076365
210	0.9012997299	0.4642082789
211	0.9020528202	0.4628847526
212	0.9022281084	0.4613959161
213	0.9021242339	0.4603682955
214	0.9021047575	0.459177407
215	0.9026500987	0.4582177644
216	0.9030720889	0.4571506179
217	0.9042991067	0.4562702795
218	0.9043250753	0.4552802345
219	0.9052534538	0.454017415
220	0.9054352342	0.453096829
221	0.9062792147	0.4524745725
222	0.9076815207	0.4511354128
223	0.9094214189	0.449616024
224	0.9088501091	0.4487237053
225	0.9086942973	0.4474242173
226	0.9087137738	0.4466557277
227	0.908804664	0.4455865917
228	0.9086553443	0.4442525808
229	0.908434611	0.4435488539
230	0.9093759738	0.4422288566
231	0.9100511582	0.4410170084
232	0.9103627818	0.4400808368
233	0.911031474	0.439434801
234	0.9112586995	0.4387205769
235	0.9119014231	0.437862505
236	0.9120896956	0.4367826759
237	0.9120442505	0.4350702877
238	0.9126090682	0.433903975
239	0.9128103251	0.4331520506
240	0.9129856134	0.4326798124
241	0.9129596447	0.4319958597
242	0.9155629999	0.4302993829
243	0.9147190194	0.4293647815
244	0.915608445	0.428573792
245	0.9156344136	0.4276707833
246	0.9157512725	0.4266399629
247	0.9174587099	0.4257659885
248	0.9165627921	0.4253616204
249	0.9165627921	0.4241316916
250	0.9173937883	0.4232768317
251	0.917711904	0.4225704532
252	0.9186467747	0.4212504881
253	0.9186792355	0.4196109427
254	0.9187571414	0.4185013512
255	0.9187896022	0.4169728842
256	0.9188415394	0.4160613517
257	0.9196270905	0.4155062703
258	0.9206074063	0.4145502527
259	0.9206268827	0.413300757
260	0.9214384024	0.4126661474
261	0.9214384024	0.4121888141
262	0.9214708632	0.4115628054
263	0.9214773554	0.4105162523
264	0.9209839514	0.4091723453
265	0.92100992	0.4083242302
266	0.9209579828	0.4068924215
267	0.9210034279	0.4058268685
268	0.9208995533	0.4048085391
269	0.9211137945	0.4037673166
270	0.9214319103	0.4030858845
271	0.9214448946	0.4018910627
272	0.9214838475	0.4010110866
273	0.9239833281	0.3991084136
274	0.9246065753	0.3982746114
275	0.9231783006	0.3967935226
276	0.9233341124	0.3963323985
277	0.9238989301	0.3953269124
278	0.9240807105	0.3941009539
279	0.9242495066	0.392990565
280	0.9268658461	0.391742432
281	0.9269697206	0.3910802505
282	0.926989197	0.3905725455
283	0.9269762127	0.3901515586
284	0.9270021814	0.3896263827
285	0.9269827049	0.3885640558
286	0.9270411343	0.3875414676
287	0.9278201932	0.3866821392
288	0.9286901423	0.385780242
289	0.9294562169	0.385307658
290	0.9295276306	0.3844319657
291	0.9294692012	0.3838740244
292	0.9318063779	0.3825092914
293	0.9328061701	0.3813546191
294	0.9323322427	0.380052838
295	0.9323582113	0.3791357269
296	0.9338124546	0.3781981241
297	0.9338514075	0.3775167458
298	0.9338449153	0.3769133689
299	0.9338384232	0.3761031248
300	0.9340591565	0.3756262968
301	0.9350979017	0.3749243397
302	0.9350589488	0.3740208339
303	0.9350459645	0.3733035452
304	0.9350394723	0.3728570485
305	0.9356951802	0.3720030912
306	0.9366170666	0.3708543041
307	0.9365975901	0.3699705857
308	0.9366170666	0.3692756177
309	0.9372468059	0.3684812775
310	0.937253298	0.3679031204
311	0.9372662823	0.3667422279
312	0.9372792666	0.3661009905
313	0.9372727745	0.3654805465
314	0.9371364392	0.3647545196
315	0.9388503688	0.363686013
316	0.9388568609	0.3632886243
317	0.9389217825	0.3623349641
318	0.9389737197	0.361985702
319	0.9389477511	0.3614332191
320	0.9398241924	0.360917421
321	0.9398371767	0.3604132976
322	0.9407266023	0.3590750274
323	0.9407655552	0.3585319413
324	0.9407850317	0.3577454533
325	0.9407785395	0.3570768778
326	0.9407915238	0.3563946702
327	0.940798016	0.3557594024
328	0.9419406357	0.3550582101
329	0.94195362	0.3541657036
330	0.9419666043	0.3535196173
331	0.9419666043	0.3529936131
332	0.942901475	0.3523063765
333	0.9428949829	0.3516252917
334	0.9419990651	0.351074907
335	0.94195362	0.3505758171
336	0.9419795887	0.3500201748
337	0.9427911083	0.3490415986
338	0.9428365534	0.3476789556
339	0.942817077	0.347255024
340	0.9436870261	0.3463260307
341	0.9436740418	0.3458531375
342	0.9436675496	0.3450892278
343	0.9436805339	0.3443529739
344	0.9439272359	0.3431235721
345	0.9446218967	0.3421561906
346	0.9441349849	0.3418500436
347	0.9450309027	0.3411002047
348	0.9441674457	0.3404951122
349	0.9450698556	0.3394243336
350	0.9441999065	0.3391076109
351	0.944219383	0.3384061382
352	0.9459462969	0.3370430388
353	0.9459852498	0.336280104
354	0.9462838891	0.3351575249
355	0.9463488106	0.3344021404
356	0.9476147813	0.3337001382
357	0.9467643087	0.3332263879
358	0.9467188636	0.3326131722
359	0.9476212735	0.3314523873
360	0.9473226343	0.3304754982
361	0.94830295	0.3290943078
362	0.9484457775	0.3285736044
363	0.9493546795	0.3273094459
364	0.9493481874	0.3264878939
365	0.9493611717	0.3255924688
366	0.9493611717	0.3251236859
367	0.9493611717	0.324655881
368	0.9496468266	0.3243205471
369	0.9506660954	0.3235569291
370	0.9506596032	0.3229204638
371	0.9506660954	0.3225928732
372	0.9507569856	0.321885974
373	0.9497831619	0.3206981786
374	0.9507375091	0.3201960132
375	0.9507699699	0.3195389855
376	0.9497831619	0.318747211
377	0.9508608601	0.3185005436
378	0.9508868287	0.3177489239
379	0.9509063052	0.3168384935
380	0.9508868287	0.3159947796
381	0.9517697621	0.3156273318
382	0.9517762543	0.3152638705
383	0.951886621	0.3147245279
384	0.9528085073	0.3142170346
385	0.9520489249	0.3138165444
386	0.9519969876	0.3131658664
387	0.9525618053	0.3122315137
388	0.9542432741	0.3113963731
389	0.9542562584	0.3111449783
390	0.9542497663	0.310439955
391	0.9542627506	0.310005622
392	0.9542497663	0.3090529008
393	0.9557299782	0.308366819
394	0.955762439	0.3074805615
395	0.9558208684	0.3068211159
396	0.9557299782	0.3062136863
397	0.9557299782	0.3057793984
398	0.9557689311	0.3053178856
399	0.9558208684	0.3045988877
400	0.9566453724	0.3040098307
401	0.9566194038	0.3037250941
402	0.956671341	0.3030348753
403	0.9566258959	0.3023989952
404	0.9568855822	0.3019186942
405	0.9577685156	0.3012025789
406	0.9577685156	0.3007748355
407	0.9577685156	0.3001575271
408	0.9577944843	0.2994060769
409	0.9577620235	0.2991700338
410	0.9578074686	0.2987496181
411	0.9578074686	0.298014036
412	0.9578074686	0.2973556324
413	0.9578269451	0.2961568983
414	0.9578464215	0.2958097072
415	0.9578594058	0.2951604307
416	0.9579048509	0.2946473589
417	0.9579632804	0.2938640791
418	0.9579632804	0.2935872896
419	0.9579632804	0.292940404
420	0.9579178353	0.292242518
421	0.9580217098	0.2916609708
422	0.9581385686	0.2911701867
423	0.9582164745	0.2908042368
424	0.9582164745	0.2901338523
425	0.9582164745	0.289541767
426	0.9582229667	0.289213151
427	0.9582229667	0.288838618
428	0.9581126	0.2882304804
429	0.9582034902	0.2874835141
430	0.9582034902	0.2870431146
431	0.958196998	0.2864842303
432	0.958196998	0.2862026898
433	0.9581710294	0.2858745913
434	0.9581905059	0.2851490861
435	0.9581905059	0.2846673785
436	0.9582619196	0.2842323117
437	0.9582878882	0.28373751
438	0.9582878882	0.2831717962
439	0.9582878882	0.2828005438
440	0.9582878882	0.2825488198
441	0.958320349	0.282159646
442	0.958320349	0.2814953286
443	0.9592357432	0.2809809338
444	0.9592422354	0.2806413239
445	0.9592422354	0.2800459299
446	0.9592746962	0.2794884884
447	0.9592876805	0.2791674667
448	0.9593266334	0.2786437567
449	0.9593331256	0.2781831194
450	0.9593461099	0.2774201617
451	0.9597096707	0.276979899
452	0.9596837021	0.27647435
453	0.9596772099	0.2761085948
454	0.9596901942	0.2755005399
455	0.9596772099	0.2751501831
456	0.9596772099	0.2744217416
457	0.9596707178	0.2739357146
458	0.9600797237	0.2737434627
459	0.9601381531	0.2733875359
460	0.9601381531	0.272797242
461	0.9602225512	0.2723206936
462	0.960216059	0.2720428641
463	0.9602225512	0.271764324
464	0.9602485198	0.2711997795
465	0.9602485198	0.270844859
466	0.9602485198	0.2704292551
467	0.9602485198	0.2698867872
468	0.960216059	0.2695739088
469	0.960216059	0.2689805736
470	0.9602550119	0.2686180743
471	0.960216059	0.267943507
472	0.9602355355	0.267505375
473	0.9602290433	0.2672145322
474	0.9602355355	0.2668306735
475	0.960216059	0.2661912776
476	0.9602355355	0.2658610125
477	0.9604173159	0.2655266176
478	0.960462761	0.2651259362
479	0.9604367924	0.2647169533
480	0.9613132336	0.2638022717
481	0.9613132336	0.2634297835
482	0.9613067415	0.2627881796
483	0.9613132336	0.2621592162
484	0.9614885219	0.2618897503
485	0.9613262179	0.2615737989
486	0.9615079983	0.2611789076
487	0.9615079983	0.2608997941
488	0.9613456944	0.260615262
489	0.9613651709	0.2601177501
490	0.9613586787	0.2597147027
491	0.9613586787	0.2590270959
492	0.9613586787	0.2587676684
493	0.9615274748	0.2583898963
494	0.9615209827	0.2578893328
495	0.9615404591	0.2570710687
496	0.9615404591	0.2567430624
497	0.961533967	0.2563834769
498	0.9616508258	0.2561483784
499	0.9616508258	0.2559388661
