iter	Accuracy	MultiClass
178	0.884843606	0.4886392429
179	0.8835451913	0.4869471357
180	0.8836815249	0.4851209446
181	0.8835971279	0.4842259837
182	0.8832725242	0.4834313569
183	0.8824155706	0.4825711723
184	0.8824804913	0.4819534246
185	0.8825129517	0.4810220732
186	0.8833504291	0.4805393855
187	0.8832725242	0.4800183655
188	0.8854473688	0.4780242913
189	0.8861030682	0.4768009626
190	0.8875767688	0.4755113323
191	0.8905176779	0.4735074592
192	0.8913616474	0.4719465229
193	0.8925756651	0.4704265737
194	0.8942571121	0.4687041533
195	0.8942311438	0.4680877017
196	0.8976589584	0.4666253801
197	0.8993404054	0.4657665495
198	0.9016256151	0.464849893
199	0.9012295987	0.4632411641
200	0.9020670761	0.4617761536
201	0.9022553462	0.4601042423
202	0.9013983926	0.45926035
203	0.9014827895	0.4582659382
204	0.902411156	0.4567243394
205	0.9034239194	0.4552959616
206	0.9025734578	0.4545600135
207	0.9050793981	0.4525800587
208	0.9042354285	0.45145584
209	0.904449667	0.4496302867
210	0.9042549048	0.4481158023
211	0.9049106042	0.4470826213
212	0.9066245115	0.4464408028
213	0.9065466066	0.4457088678
214	0.9082929743	0.4448169718
215	0.9092278328	0.4438178369
216	0.9100653103	0.4424510654
217	0.910837867	0.4409989528
218	0.910844359	0.440317738
219	0.9108313749	0.4395031756
220	0.9117532493	0.4384878901
221	0.9118441383	0.4372846621
222	0.911909059	0.4361225627
223	0.9119350273	0.4351974857
224	0.91181817	0.434416641
225	0.9126621395	0.4336566021
226	0.9134671566	0.4324848411
227	0.9136554267	0.4306631423
228	0.9137073633	0.4295174949
229	0.913233442	0.4285927133
230	0.9139216017	0.4275857108
231	0.9135126011	0.425984231
232	0.9154277627	0.4248321112
233	0.9154667151	0.4238798067
234	0.91714167	0.4231257265
235	0.9168495267	0.4215584053
236	0.9173299401	0.4209539943
237	0.9168495267	0.4205143974
238	0.9181349572	0.4188842494
239	0.9181739097	0.4179917881
240	0.9191931651	0.4173220354
241	0.9181998779	0.4159429076
242	0.9189659426	0.4152129366
243	0.9189919109	0.4145932643
244	0.918914006	0.4135869561
245	0.9196541023	0.4128132732
246	0.9197255151	0.411873055
247	0.9197579755	0.411076662
248	0.9206733578	0.4102377692
249	0.9203941987	0.4096912006
250	0.9204980719	0.4087731512
251	0.9208746121	0.407906339
252	0.9222509316	0.4067811568
253	0.9228482023	0.4054538973
254	0.9228806627	0.4050482031
255	0.9233805523	0.403476684
256	0.9242569822	0.4030302442
257	0.9240037914	0.4016019694
258	0.9240232676	0.4007665035
259	0.9243413792	0.3995257144
260	0.9243478712	0.3987351114
261	0.9243478712	0.3976788502
262	0.9243478712	0.3963375364
263	0.9245815859	0.3955075471
264	0.9243024267	0.3944650014
265	0.9248217926	0.3935199155
266	0.9246594908	0.3928747961
267	0.9247114273	0.3916097842
268	0.9247049353	0.3908190227
269	0.9246724749	0.3899517072
270	0.9250425231	0.3895145454
271	0.9247373956	0.3890524952
272	0.9247244115	0.3881743713
273	0.9247763481	0.3874585631
274	0.9248737292	0.3866391598
275	0.9253476505	0.3858850785
276	0.9252957139	0.3846996551
277	0.9244062999	0.3841959653
278	0.9253606347	0.3831586296
279	0.9253606347	0.3822796151
280	0.9254969682	0.381748163
281	0.9257112066	0.3806053597
282	0.9259319371	0.3795619029
283	0.9259903658	0.3788030138
284	0.9260812548	0.3779556094
285	0.9269187322	0.376258784
286	0.9277627017	0.3754514422
287	0.9277562097	0.3748672016
288	0.9287494969	0.3736813658
289	0.9283015438	0.3725766357
290	0.9298531493	0.3714695702
291	0.9298985938	0.3706433091
292	0.9307360713	0.370142522
293	0.9313982627	0.3696717142
294	0.9314112469	0.3688317098
295	0.9314307231	0.3678041353
296	0.9314112469	0.3670682094
297	0.9315281042	0.3661346878
298	0.9323915499	0.3655253843
299	0.9323850578	0.3646115266
300	0.9333393926	0.3634775585
301	0.9336510121	0.3628593362
302	0.9335146786	0.3624881683
303	0.9341314255	0.361876827
304	0.9350273316	0.3604497911
305	0.9367412389	0.359305614
306	0.9367866835	0.3585340383
307	0.9370463664	0.3573384263
308	0.93790332	0.3562713138
309	0.9370853188	0.3555506673
310	0.9387602737	0.354196775
311	0.9387472896	0.353720761
312	0.9378838438	0.3528770673
313	0.9370918109	0.3523780311
314	0.939675656	0.3513230625
315	0.9388251944	0.3507860676
316	0.9396951322	0.3499209789
317	0.9397016243	0.3494701804
318	0.9397016243	0.3482926604
319	0.9414674682	0.3474950268
320	0.9423244219	0.3464118544
321	0.9414674682	0.345730651
322	0.943129439	0.3450659475
323	0.9438500591	0.3444632329
324	0.9444408377	0.343796589
325	0.9438890115	0.3431017446
326	0.9447524572	0.3422702546
327	0.9447719335	0.3415768078
328	0.9438890115	0.3411070369
329	0.9439604243	0.3400925196
330	0.9448043938	0.3396844361
331	0.9448043938	0.338821775
332	0.9446810444	0.3379241704
333	0.9446875365	0.3374565565
334	0.9446940286	0.3368060774
335	0.9448433463	0.335674879
336	0.9448563304	0.3354082814
337	0.9466416505	0.3343368013
338	0.9466351585	0.3332754982
339	0.9465183012	0.3328669705
340	0.9475245725	0.3319210578
341	0.9476998585	0.3310952591
342	0.9478946207	0.3305422587
343	0.9476998585	0.329975339
344	0.9477063505	0.329293326
345	0.9478556682	0.3287730884
346	0.9479920018	0.3282155226
347	0.9481607957	0.3271667672
348	0.9481283353	0.3261354545
349	0.9483230975	0.3255268599
350	0.9481737798	0.3248740776
351	0.9483425737	0.3244933922
352	0.9477128426	0.323765027
353	0.9477582871	0.3227403758
354	0.9477712713	0.3218984009
355	0.9480049859	0.3214252484
356	0.9482257164	0.3210805937
357	0.949167067	0.3205075607
358	0.9491540829	0.3195390756
359	0.9501019255	0.3185830814
360	0.950140878	0.3182969735
361	0.9501343859	0.3179718698
362	0.9501473701	0.317295551
363	0.9510562603	0.3165321591
364	0.9510627524	0.3158712946
365	0.9511861018	0.3149000472
366	0.9519326902	0.3141363923
367	0.951380864	0.3137314908
368	0.9514392926	0.3130891812
369	0.9514392926	0.3125055376
370	0.9513419115	0.3117000469
371	0.9514328006	0.31106883
372	0.9514587688	0.3103885457
373	0.9514328006	0.3100114958
374	0.9511017048	0.3089987445
375	0.951114689	0.3085007111
376	0.9520105951	0.3080795238
377	0.9528740408	0.307229005
378	0.9528545646	0.3064555442
379	0.9528545646	0.3059408587
380	0.9528350884	0.3056308679
381	0.9537050262	0.3048966656
382	0.9541270109	0.3043177948
383	0.9541270109	0.3035617269
384	0.9541270109	0.3031983268
385	0.9550294091	0.3024571472
386	0.9550294091	0.301968841
387	0.9550359012	0.3011723267
388	0.9563083475	0.3002742942
389	0.9558084579	0.2994982761
390	0.9563343158	0.2986420956
391	0.9558279341	0.2978067648
392	0.9572302219	0.2970663328
393	0.9572496981	0.2963842171
394	0.9572756664	0.295306374
395	0.9572821585	0.2945351142
396	0.9572821585	0.2938221858
397	0.9572756664	0.293469354
398	0.9572886506	0.2930074827
399	0.9581650804	0.2922593522
400	0.9581650804	0.2918049307
401	0.9585351286	0.2914076109
402	0.9585416207	0.2908445191
403	0.9585416207	0.2905331398
404	0.9585546048	0.2897860727
405	0.9581715725	0.2888881636
406	0.9581715725	0.2883017827
407	0.9581650804	0.2879959373
408	0.9581715725	0.2876059805
409	0.9590674786	0.2870719084
410	0.9581975408	0.2864685909
411	0.9581845567	0.285901442
412	0.9573795396	0.2852905455
413	0.9573795396	0.2849793508
414	0.9582235091	0.2845496787
415	0.9582105249	0.2840524508
416	0.9573860317	0.2832309115
417	0.958567589	0.2827092704
418	0.9585416207	0.2823696103
419	0.9586195256	0.2821154697
420	0.9595089396	0.2812031122
421	0.958658478	0.2808758396
422	0.9586454939	0.2804106692
423	0.9586779542	0.2798608004
424	0.9591259073	0.2794868033
425	0.9591194152	0.2792131341
426	0.9591453835	0.2787336674
427	0.9596128128	0.2782726029
428	0.959632289	0.277851294
429	0.959632289	0.2774564634
430	0.9604957347	0.2768108721
431	0.9604827506	0.2761248958
432	0.9604957347	0.2757960482
433	0.9605087189	0.275426444
434	0.9623264993	0.2746780152
435	0.9623264993	0.2741625391
436	0.9623200073	0.2738278263
437	0.9623329914	0.2736557931
438	0.9623459756	0.2733457359
439	0.9623394835	0.2726221979
440	0.9623394835	0.272061369
441	0.9623524676	0.2714718635
442	0.9623459756	0.2708174133
443	0.963274342	0.270375428
444	0.9632873262	0.2694140528
445	0.9632938182	0.2689867952
446	0.9632938182	0.2685041041
447	0.9632938182	0.2681898168
448	0.9632938182	0.2677370808
449	0.9633068024	0.2671668359
450	0.9633003103	0.2668583282
451	0.9633003103	0.2666635722
452	0.9633003103	0.2659631172
453	0.9633068024	0.265606754
454	0.9633132945	0.2650728132
455	0.9633197865	0.2647259594
456	0.9633262786	0.2644409483
457	0.9633262786	0.2636776899
458	0.9633262786	0.2629659032
459	0.9633262786	0.262763578
460	0.9633262786	0.2623001647
461	0.9633068024	0.2618798773
462	0.9633327707	0.2612013618
463	0.9633457548	0.2606750497
464	0.9633522469	0.2597848222
465	0.9633522469	0.2593707555
466	0.9633522469	0.2590562898
467	0.963358739	0.258585763
468	0.9633652311	0.2578482906
469	0.963358739	0.2574308278
470	0.963358739	0.2571218377
471	0.963358739	0.2568438468
472	0.9633652311	0.2559512013
473	0.9634236597	0.2557131075
474	0.9634301518	0.2553800605
475	0.963449628	0.2549844989
476	0.9642676292	0.2543095153
477	0.9642676292	0.2541909012
478	0.9642156926	0.2537501281
479	0.9642741213	0.2533942339
480	0.9642156926	0.252897459
481	0.9642027085	0.2525390076
482	0.9642221847	0.252113916
483	0.9643455341	0.2516750056
484	0.96433255	0.251404514
485	0.9643585182	0.2511714471
486	0.9643585182	0.2506637423
487	0.9643844865	0.2499301061
488	0.9643844865	0.2496066244
489	0.9643715024	0.249357777
490	0.9643779945	0.2487558087
491	0.9643779945	0.2483463174
492	0.9643779945	0.2479586694
493	0.9643909786	0.2473667431
494	0.9643974707	0.2466380272
495	0.9644039628	0.2463077158
496	0.9644039628	0.2457555231
497	0.9644169469	0.2452031743
498	0.9644104548	0.2446518944
499	0.9644104548	0.2442652285
