iter	Passed	Remaining
135	19337	52139
136	19523	52110
137	19678	51998
138	19849	51925
139	20096	52048
140	20386	52276
141	20558	52199
142	20703	52050
143	20843	51890
144	20964	51682
145	21138	51608
146	21297	51492
147	21430	51316
148	21710	51488
149	21869	51370
150	22022	51239
151	22148	51044
152	22270	50841
153	22397	50651
154	22545	50508
155	22669	50311
156	22786	50101
157	22930	49951
158	23121	49902
159	23262	49742
160	23387	49552
161	23515	49368
162	23656	49212
163	23783	49026
164	23929	48880
165	24069	48722
166	24213	48572
167	24341	48390
168	24492	48256
169	24605	48046
170	24737	47875
171	24880	47724
172	25038	47603
173	25165	47422
174	25289	47236
175	25402	47030
176	25573	46932
177	25782	46904
178	25911	46728
179	26055	46579
180	26191	46416
181	26344	46284
182	26489	46139
183	26651	46021
184	26807	45893
185	26939	45724
186	27061	45538
187	27181	45350
188	27300	45161
189	27427	44986
190	27586	44863
191	27734	44723
192	27848	44528
193	27982	44365
194	28182	44306
195	28349	44196
196	28505	44067
197	28636	43900
198	28757	43717
199	28879	43536
200	29191	43641
201	29452	43666
202	29715	43690
203	29896	43592
204	30241	43731
205	30406	43607
206	30542	43442
207	30688	43290
208	30834	43138
209	30960	42959
210	31300	43075
211	31634	43179
212	31881	43160
213	32048	43032
214	32186	42865
215	32379	42771
216	32535	42627
217	32920	42781
218	33392	43042
219	33808	43224
220	34005	43124
221	34171	42985
222	34371	42887
223	34635	42866
224	34792	42714
225	34931	42538
226	35058	42349
227	35250	42238
228	35454	42141
229	35623	42001
230	35760	41824
231	35901	41651
232	36020	41454
233	36132	41249
234	36254	41057
235	36383	40873
236	36635	40826
237	36840	40727
238	36975	40548
239	37110	40370
240	37290	40242
241	37461	40103
242	37604	39935
243	37771	39792
244	37918	39627
245	38089	39489
246	38257	39346
247	38432	39210
248	38631	39099
249	38760	38916
250	38956	38801
251	39210	38741
252	39356	38575
253	39504	38411
254	39649	38244
255	39782	38065
256	39906	37880
257	40034	37697
258	40156	37510
259	40294	37338
260	40417	37152
261	40591	37014
262	40708	36824
263	40834	36642
264	40964	36464
265	41082	36276
266	41214	36101
267	41337	35918
268	41466	35741
269	41617	35583
270	41799	35452
271	42005	35340
272	42107	35141
273	42204	34938
274	42334	34763
275	42463	34588
276	42593	34414
277	42704	34225
278	42821	34041
279	42949	33866
280	43073	33689
281	43189	33506
282	43315	33331
283	43486	33190
284	43629	33029
285	43779	32873
286	43908	32700
287	44026	32521
288	44149	32345
289	44274	32172
290	44400	31999
291	44527	31827
292	44650	31652
293	44780	31484
294	44901	31309
295	45022	31134
296	45147	30962
297	45399	30877
298	45521	30703
299	45721	30582
300	45922	30462
301	46050	30292
302	46171	30118
303	46310	29956
304	46449	29794
305	46570	29621
306	46702	29456
307	46833	29290
308	46953	29117
309	47079	28948
310	47198	28776
311	47325	28608
312	47450	28439
313	47545	28253
314	47665	28082
315	47789	27914
316	47974	27782
317	48121	27627
318	48245	27460
319	48372	27294
320	48498	27128
321	48621	26961
322	48744	26794
323	48873	26630
324	48994	26463
325	49124	26300
326	49254	26138
327	49375	25970
328	49491	25802
329	49628	25644
330	49748	25477
331	49868	25310
332	49988	25144
333	50188	25018
334	50380	24888
335	50524	24734
336	50633	24563
337	50741	24392
338	50852	24222
339	50958	24051
340	51060	23878
341	51164	23706
342	51270	23536
343	51381	23368
344	51488	23199
345	51589	23028
346	51697	22860
347	51801	22691
348	51910	22524
349	52010	22354
350	52112	22184
351	52213	22016
352	52324	21851
353	52420	21680
354	52524	21514
355	52634	21350
356	52736	21183
357	52836	21016
358	52945	20852
359	53049	20687
360	53156	20524
361	53256	20358
362	53342	20187
363	53427	20017
364	53534	19854
365	53664	19701
366	53768	19538
367	53869	19375
368	53979	19215
369	54080	19052
370	54180	18889
371	54272	18724
372	54379	18564
373	54482	18404
374	54588	18244
375	54701	18088
376	54817	17932
377	54927	17774
378	55028	17615
379	55134	17456
380	55246	17300
381	55355	17144
382	55481	16992
383	55595	16838
384	55697	16680
385	55810	16525
386	55911	16367
387	56016	16211
388	56119	16054
389	56238	15902
390	56335	15745
391	56435	15588
392	56552	15436
393	56661	15282
394	56771	15129
395	56890	14978
396	56991	14823
397	57077	14664
398	57186	14512
399	57294	14359
400	57403	14207
401	57508	14054
402	57616	13902
403	57717	13749
404	57814	13594
405	57915	13442
406	58022	13290
407	58123	13138
408	58230	12987
409	58338	12837
410	58448	12687
411	58541	12534
412	58672	12389
413	58796	12243
414	58903	12093
415	59017	11945
416	59127	11797
417	59248	11650
418	59368	11504
419	59481	11356
420	59630	11216
421	59753	11070
422	59882	10926
423	60036	10786
424	60197	10648
425	60349	10507
426	60471	10362
427	60589	10216
428	60672	10064
429	60787	9918
430	60907	9773
431	61028	9628
432	61167	9486
433	61294	9342
434	61466	9205
435	61641	9069
436	61781	8927
437	61907	8783
438	62036	8639
439	62155	8495
440	62272	8350
441	62408	8207
442	62537	8064
443	62656	7920
444	62777	7776
445	62905	7633
446	63108	7499
447	63238	7356
448	63354	7212
449	63478	7068
450	63699	6936
451	63898	6800
452	64063	6661
453	64183	6517
454	64298	6373
455	64408	6228
456	64670	6098
457	64933	5967
458	65070	5825
459	65198	5681
460	65318	5537
461	65463	5396
462	65582	5252
463	65712	5109
464	65845	4966
465	65971	4823
466	66101	4681
467	66231	4538
468	66356	4395
469	66467	4251
470	66647	4112
471	66780	3969
472	66919	3828
473	67039	3685
474	67158	3542
475	67281	3399
476	67404	3256
477	67530	3114
478	67668	2972
479	67788	2830
480	67915	2688
481	68039	2546
482	68165	2404
483	68435	2267
484	68609	2126
485	68764	1984
486	69039	1846
487	69183	1704
488	69312	1562
489	69438	1420
490	69542	1277
491	69650	1134
492	69757	992
493	69858	850
494	69969	708
495	70078	566
496	70185	424
497	70293	282
498	70402	141
499	70506	0
