iter	Accuracy	MultiClass
105	0.8282121364	0.6036189127
106	0.8327890777	0.6010823043
107	0.8324644719	0.5996981407
108	0.8366843469	0.596938049
109	0.8358793246	0.5955880778
110	0.8361195328	0.5937060173
111	0.8393071615	0.5917110296
112	0.8392162718	0.590323185
113	0.8404757422	0.5885696855
114	0.8405990924	0.5874960498
115	0.8410795089	0.5857400867
116	0.8428193958	0.5841409145
117	0.8465328858	0.5814338247
118	0.8466107912	0.5799088335
119	0.8483831387	0.5774900806
120	0.8507397765	0.5760537782
121	0.8518109756	0.5736358905
122	0.852116105	0.5721428517
123	0.8552258282	0.5706539716
124	0.8540507554	0.5687253058
125	0.8548298092	0.5667102344
126	0.8572059234	0.5651643161
127	0.8573357657	0.5641107371
128	0.8586991099	0.562085695
129	0.8582446619	0.560255128
130	0.8580239299	0.559169129
131	0.8585043465	0.5580236544
132	0.8605298865	0.5563012325
133	0.8604779495	0.5540179299
134	0.858309583	0.5519203194
135	0.8626333318	0.5500514282
136	0.863711023	0.5485875178
137	0.8662169795	0.5467357109
138	0.8687618887	0.5449670382
139	0.8688722546	0.5440070011
140	0.8709367473	0.5423994432
141	0.8710406212	0.5401552034
142	0.8697616744	0.5385056697
143	0.8713782112	0.5355908769
144	0.8714171639	0.533659344
145	0.8710990502	0.5320179889
146	0.8717028169	0.5303818441
147	0.8726246973	0.5293975174
148	0.8728454292	0.5283564919
149	0.8743126473	0.5274162216
150	0.8760005973	0.526444099
151	0.8735271013	0.525378239
152	0.8742607104	0.5238167449
153	0.8774418469	0.521919958
154	0.876604364	0.5207995656
155	0.8765848877	0.5196723195
156	0.8783377588	0.5184124544
157	0.882570618	0.5155443906
158	0.8825900943	0.5139307509
159	0.8840832809	0.5129384209
160	0.8839664228	0.5121836855
161	0.884933748	0.5103342973
162	0.8855310226	0.5083797022
163	0.886063376	0.5076655644
164	0.8871735278	0.5059999474
165	0.887751326	0.5040730009
166	0.8880499633	0.5027539502
167	0.8901599008	0.5011601832
168	0.8901599008	0.500376494
169	0.8904585381	0.4993428265
170	0.8928216681	0.4982841704
171	0.8931592581	0.4967381566
172	0.8931787344	0.4956205312
173	0.8932176871	0.4940365656
174	0.8932566398	0.4928304055
175	0.8936721352	0.4918124914
176	0.8944641733	0.4906498606
177	0.8953276246	0.4895265773
178	0.8958599781	0.4871212941
179	0.8958729623	0.4863729772
180	0.8962819656	0.4851097279
181	0.896249505	0.4844395422
182	0.8973336882	0.4830282961
183	0.8980153603	0.4815543891
184	0.8990216382	0.4807029611
185	0.8974051015	0.4788155667
186	0.8993397519	0.4775007524
187	0.9003330455	0.4762513802
188	0.8999694871	0.4757048332
189	0.8989956698	0.4735901253
190	0.9011640363	0.4726528509
191	0.9011770205	0.4717634145
192	0.9008329384	0.4703456735
193	0.9000538846	0.4693686946
194	0.900586238	0.4677962818
195	0.9013912603	0.4666737512
196	0.900586238	0.4651380925
197	0.9018976453	0.4633683537
198	0.9024689515	0.4623414913
199	0.9022676959	0.4609415876
200	0.901540579	0.4599881059
201	0.9023975382	0.4593315642
202	0.9045983653	0.4576787963
203	0.9057734382	0.4571114884
204	0.9064875708	0.4559296638
205	0.9065005551	0.4551777527
206	0.9050657976	0.4543319715
207	0.9060201385	0.4536683599
208	0.9052995137	0.4524579479
209	0.9071043218	0.4517230628
210	0.9062473626	0.45097025
211	0.9066044289	0.4501902505
212	0.9076366753	0.4484792733
213	0.9085585556	0.4471128101
214	0.9092921647	0.4464651636
215	0.9092726883	0.4451791107
216	0.909311641	0.4446955626
217	0.9092337356	0.4436981223
218	0.9102335214	0.442707082
219	0.9102529977	0.4417973199
220	0.9124538248	0.4401110319
221	0.9132848156	0.4387252027
222	0.9124343485	0.4369889073
223	0.9124473327	0.4364245803
224	0.9137847085	0.4356191059
225	0.9145313017	0.4347670361
226	0.915388261	0.4332215235
227	0.9154272136	0.4320947378
228	0.9153687846	0.4314900619
229	0.9154077373	0.4304534322
230	0.9163880467	0.4292513323
231	0.9154207215	0.4280143104
232	0.9154272136	0.4272664345
233	0.9145962229	0.4260511517
234	0.9164010309	0.4252660669
235	0.9169918134	0.4244082907
236	0.9170307661	0.4231312643
237	0.9157972642	0.4217973028
238	0.9179526465	0.4206011353
239	0.9179526465	0.4200755077
240	0.9183291892	0.4191378063
241	0.9183486655	0.4183948458
242	0.9171865769	0.4168311288
243	0.9174917063	0.4162110442
244	0.9202378711	0.4150613336
245	0.921075354	0.413582588
246	0.922821733	0.4128327421
247	0.9228541936	0.4114134492
248	0.9237371213	0.4098771528
249	0.9237306292	0.4089366265
250	0.9238604715	0.4078512847
251	0.9243343959	0.4071926218
252	0.9243343959	0.4067491068
253	0.9243798407	0.4059177431
254	0.9243603643	0.404661635
255	0.9245356515	0.4042000328
256	0.9254250713	0.4031673443
257	0.9247304149	0.4020486072
258	0.9252822447	0.400572525
259	0.926197633	0.3994891402
260	0.9262236014	0.3988805165
261	0.9271389897	0.3976387228
262	0.9271519739	0.3970725252
263	0.9271454818	0.3964562244
264	0.9271714503	0.3956764713
265	0.9270935449	0.3949283188
266	0.9280933306	0.3935324466
267	0.9294177222	0.3926844413
268	0.9294501828	0.3916491893
269	0.9303525868	0.3911379637
270	0.9303850474	0.3902166365
271	0.9307745743	0.3893458404
272	0.9301772997	0.3884546545
273	0.9312809593	0.3873875081
274	0.931267975	0.3868667691
275	0.9309174008	0.3859045756
276	0.9321184422	0.3847569337
277	0.9322677608	0.3837693475
278	0.9322353002	0.3832211933
279	0.9332805308	0.3824465597
280	0.9342933008	0.3819776531
281	0.9344815721	0.3811248106
282	0.9343776983	0.3805468823
283	0.934306285	0.3799669902
284	0.9342673323	0.3792384011
285	0.934754241	0.3780223203
286	0.9347672252	0.3776132461
287	0.9350983231	0.3769570857
288	0.9351697364	0.3761486382
289	0.9354164367	0.3754651868
290	0.9355917239	0.3744986448
291	0.9355332948	0.3737743384
292	0.9356436608	0.3728664969
293	0.9360137113	0.3719453587
294	0.9359098375	0.3706646739
295	0.9377730746	0.3695701671
296	0.9376107717	0.368931159
297	0.9367408283	0.3683131384
298	0.9385651127	0.367033336
299	0.9394350561	0.3663074289
300	0.939428564	0.3657176882
301	0.9403439523	0.3648857754
302	0.9403374602	0.3640297745
303	0.9403439523	0.3629745577
304	0.9403634286	0.3622334358
305	0.939934949	0.3612105296
306	0.9396687723	0.3608649899
307	0.9403634286	0.3593429793
308	0.9395129615	0.3584791002
309	0.9408308609	0.3573326143
310	0.9408243688	0.3566289347
311	0.9408178767	0.3561682825
312	0.9409931638	0.3553909591
313	0.9410126401	0.3547076351
314	0.941058085	0.3539552579
315	0.9411554667	0.3530515938
316	0.9411619588	0.3526796026
317	0.9420578707	0.3518133947
318	0.9420254101	0.3513178861
319	0.9418890757	0.3506526301
320	0.9409736875	0.3498471183
321	0.9411619588	0.3491373882
322	0.9412463563	0.3483882245
323	0.9412658326	0.347955015
324	0.9420968234	0.3469365864
325	0.9427135744	0.3463544315
326	0.9426421611	0.3456315134
327	0.9425967163	0.3445499137
328	0.9435121045	0.3434172106
329	0.9435315809	0.3425308745
330	0.9449208936	0.3415568889
331	0.9449273857	0.3410253462
332	0.9454078022	0.3402817933
333	0.9462323009	0.3391380164
334	0.9460959664	0.3383546871
335	0.9471282128	0.3377880522
336	0.9471606734	0.33712795
337	0.947141197	0.3363986966
338	0.9472255945	0.3357363078
339	0.9472450709	0.335057449
340	0.9472320866	0.3342905617
341	0.9472320866	0.3337150968
342	0.9475307239	0.3330161367
343	0.9475242318	0.3324315539
344	0.9475242318	0.3319779872
345	0.9475307239	0.3315245934
346	0.9466802568	0.3307129287
347	0.9466867489	0.3302639132
348	0.9467127174	0.3293683038
349	0.9458168055	0.3289354912
350	0.9460180611	0.3281339006
351	0.9460310453	0.3273910185
352	0.9460245532	0.3267526703
353	0.9460245532	0.3260387721
354	0.9460310453	0.3251406472
355	0.946069998	0.3244732425
356	0.9460764901	0.3236987125
357	0.9469788941	0.3232531434
358	0.9478488376	0.3225365623
359	0.9478488376	0.3217160457
360	0.9478553297	0.3209882221
361	0.9478488376	0.3206706751
362	0.948718781	0.3202699073
363	0.948718781	0.3198878961
364	0.9496601378	0.3191711162
365	0.949673122	0.3182481962
366	0.9487642258	0.3173656183
367	0.949673122	0.3164304217
368	0.9496471535	0.3154962644
369	0.949673122	0.3147844661
370	0.949673122	0.3144256887
371	0.950744321	0.3136391638
372	0.9507248447	0.3130432682
373	0.9507053683	0.3120904257
374	0.9524777158	0.3113646653
375	0.9524712237	0.3109225441
376	0.9526465108	0.3099809236
377	0.9535294385	0.3093646002
378	0.9525621133	0.3088841192
379	0.9526335266	0.308395829
380	0.9526724793	0.3079081599
381	0.9528737348	0.3073502957
382	0.9517505989	0.3069411479
383	0.9526075581	0.3062916366
384	0.9543928898	0.3053911545
385	0.9546330981	0.3047144131
386	0.9543604293	0.3039780288
387	0.954399382	0.3035473964
388	0.9546785429	0.3030087328
389	0.955976966	0.3025351697
390	0.9551070225	0.3020726977
391	0.9557237735	0.3015343093
392	0.9551135146	0.3007467211
393	0.9548603221	0.3005157145
394	0.9551264989	0.2999615829
395	0.9550940383	0.2995393321
396	0.9552238806	0.2989087176
397	0.9556848208	0.2981029418
398	0.9556718366	0.2971520206
399	0.9558211552	0.2966250172
400	0.9565482721	0.2957996024
401	0.9565612564	0.2951305348
402	0.9565742406	0.2946389799
403	0.9573922471	0.2938296663
404	0.9573922471	0.2932729134
405	0.9574636604	0.2927851378
406	0.9578596794	0.2923465076
407	0.9574376919	0.2919565001
408	0.9575870106	0.2914824939
409	0.9575220894	0.2906353534
410	0.9578531873	0.2902421623
411	0.9578207267	0.2898253292
412	0.957275389	0.289349082
413	0.9573532944	0.2890281112
414	0.9573468023	0.2883115463
415	0.9573143417	0.2875957694
416	0.9577752819	0.2871074793
417	0.9586906702	0.2863715489
418	0.9587620834	0.286071729
419	0.9587815598	0.2853642299
420	0.9588594652	0.284959475
421	0.9594502477	0.2842197777
422	0.9594567398	0.2834983124
423	0.9593723423	0.2830840957
424	0.9595346452	0.2825864811
425	0.9595346452	0.2820563322
426	0.959132134	0.2813466352
427	0.9595411373	0.2807158799
428	0.9596709796	0.2804158534
429	0.9596709796	0.2801378563
430	0.9596709796	0.279414969
431	0.9596969481	0.2789143314
432	0.9597164244	0.2785833625
433	0.9597164244	0.2783222627
434	0.9597164244	0.2776548629
435	0.9597423929	0.2767222617
436	0.9597359007	0.276232751
437	0.959748885	0.2754723546
438	0.9597553771	0.2749334084
439	0.959469724	0.2741446372
440	0.9594892004	0.2735747048
441	0.9603721281	0.2730906362
442	0.9603721281	0.2727756587
443	0.9607746392	0.2724379937
444	0.9607746392	0.2720181954
445	0.9607941155	0.2711078261
446	0.9607876234	0.2703817376
447	0.9608135919	0.2698548621
448	0.9608330682	0.2693211936
449	0.9608265761	0.2690106678
450	0.9610667844	0.2684444892
451	0.9608395604	0.2681716283
452	0.9607681471	0.2676163344
453	0.9607681471	0.2669125326
454	0.9608395604	0.2662965809
455	0.9610083554	0.265990787
456	0.9610213396	0.2654782446
457	0.9610213396	0.2651222581
458	0.9609564184	0.2646329103
459	0.960709718	0.2644536069
460	0.960709718	0.2640552828
461	0.9607032259	0.2636867158
462	0.9609499263	0.2629546738
463	0.9609499263	0.2624966007
464	0.9609499263	0.2621027281
465	0.9609499263	0.2617217154
466	0.9609434342	0.2610742525
467	0.9609564184	0.2608296474
468	0.9609629105	0.2601414849
469	0.9609564184	0.2598314429
470	0.9609564184	0.2594431734
471	0.9609629105	0.2591204259
472	0.9609499263	0.2588210259
473	0.9610862607	0.2581316287
474	0.9610862607	0.2578857395
475	0.9616251063	0.2574535429
476	0.9616251063	0.2569269693
477	0.9616251063	0.2564850891
478	0.9616315984	0.2561681982
479	0.9616315984	0.2552827273
480	0.9615017561	0.2546888267
481	0.9615017561	0.254388513
482	0.9615017561	0.2542219151
483	0.9615212325	0.2539465807
484	0.9615666773	0.2533572764
485	0.9615666773	0.2527234723
486	0.96160563	0.2523848773
487	0.9616121221	0.251995936
488	0.9616186142	0.2516284392
489	0.9615666773	0.2510212876
490	0.9616251063	0.2506542281
491	0.9616315984	0.250127845
492	0.9616251063	0.2496925184
493	0.9616186142	0.2492205307
494	0.9617030117	0.2486916854
495	0.9617030117	0.2481971268
496	0.9617030117	0.2477217509
497	0.9617030117	0.2473845653
498	0.9617030117	0.2469421572
499	0.9617030117	0.2464570805
